Name,Category,OriginalCategories,Application,Description,Photo
Student Athlete Mentors,Identity & Culture,Department Group or Program$Peer Mentors$L2K,True,SAMs,42e38763-93d4-4fde-a602-fabbc5b13ffa.jpg
Student Athletes in McIntire,Academic & Professional,Contracted Independent Organization (CIO)$Academic & Professional$Social & Hobby,True,"Student Athletes in McIntire is a student-led organization that aims to create a community of prospective, current, and former Mcintire student-athletes. The challenges that student athletes face while studying at McIntire are unique, which is why we’ve come together in order to offer support, connections, and general advice. We have built a support system to help maximize the experience and help them transition into and out of Mcintire. ",b92e254d-4683-4175-8d39-f7f7df0c47b3.png
Student Athletic Trainers' Association,Service & Advocacy,Contracted Independent Organization (CIO)$Academic & Professional$No Application or Interview Required$Health and Wellness$Graduate Degree CIOs,False,The Student Athletic Trainers' Association at UVA is established for the expressed purpose of:1. Bringing together students interested in a career in Athletic Training to enhance their knowledge of the field.2. Establishing connections between students interested in a career in Athletic Training as well as connections with current ATCs.3. Giving back to the Charlottesville community through fundraisers and volunteering.,d3151785-b12d-443e-81c8-7209e809a7c2.png
Student Bar Association,Service & Advocacy,Special Status Organization (SSO)$Administrative Unit$Law School$Political & Advocacy,True,"We are the governing organization for the student body at the University of Virginia School of Law. We work to plan programming to build community, advocate for student concerns, and otherwise engage the student community at the law school.",8a6cf07e-411a-43ec-b9e1-34c042af1107.png
Student Clinicians for Climate Action at UVA,Service & Advocacy,Contracted Independent Organization (CIO)$Academic & Professional$Political & Advocacy,True,"SCCA at UVA is a group of health professional students who recognize the impact of the changing climate on human health and the inequitable distribution of the resulting health burden. As clinicians-in-training, we aim to learn, educate, advocate, and practice medicine with planetary health in mind. In doing so, we will better care for our future patients, communities, and selves.",c25032b9-22bc-48dd-92f5-3529dcfdd682.jpg
Student Council,Identity & Culture,Special Status Organization (SSO)$Academic & Professional$Administrative Unit$Public Service$Agency$L2K,True,"Student Council is the student governing body, leveraging the bargaining power of all 25,000 students at the University in policy negotiations and lobbying as well as direct resource distribution.",61da274c-8fde-44f1-98b2-d50059292439.png
Student Council Appropriations Committee,Service & Advocacy,Special Status Organization (SSO)$Administrative Unit,True,Dummy organization for Appropriations Committee.,fbedc332-f014-4fbc-942e-df68b03df327.png
Student Council Arts Committee,Academic & Professional,Academic & Professional$Administrative Unit,True,,
Student Council Organizations Recognition Committee,Service & Advocacy,Special Status Organization (SSO)$Administrative Unit,True,,84dbbdc1-5a25-40c5-b4cb-c04d479c5d33.png
Student Disability Alliance,Identity & Culture,Contracted Independent Organization (CIO)$Cultural & Ethnic$Political & Advocacy$Public Service$Social & Hobby$Peer Mentors$No Application or Interview Required,False,The Student Disability Alliance is a coalition of chronically ill and disabled students who seek to unite students around a positive disability identity through social support and advocacy projects across grounds.,ab65b3c9-456c-4139-baaa-48c35295acbb.jpeg
Student Engagement,Service & Advocacy,"Special Status Organization (SSO)$Department, Schools, or Centers$No Application or Interview Required",False,"University of Virginia students have varied interests and ideas, many of which are realized through involvement in student organizations and activities. As a unit of the Office of the Dean of Students, Student Engagement is here to provide resources which help you turn your ideas into reality. Our mission is to engage students and the University community in self-governance and promote citizen leadership.Located on the first floor and lower level of Newcomb Hall in the PAC (suite 164), you will find a team of student staff, student volunteers, and professional staff who can help you find your place at UVA through involvement in a student organization, participating in an event, involving yourself in student legislation, or creating something new. ",ad0dd94c-fccc-4e09-81ba-dd7520d11d0b.jpg
Student Financial Services,Campus Units,"Department, Schools, or Centers",True,Student Financial Services,1c4e2235-1845-4073-8b3f-809cece45477.jpg
Student Game Developers,Academic & Professional,Contracted Independent Organization (CIO)$Academic & Professional$Social & Hobby$No Application or Interview Required,False,"Join our discord here: https://discord.gg/HSp2zD2yvv . Student Game Developers seeks to bring together student programmers and artists to provide opportunities to gain experience in game development through team projects. In addition, SGD seeks to explore and increase knowledge of the game development industry, while simultaneously helping establish networking connections for its members. The intention of the group is not to simply play games, but to be actively involved in the art and science of creating them, whether as a hobby or as preparation for a career.",2ab2c59b-46a0-4887-a354-8ac9869e4875.png
Student Health & Wellness,Campus Units,"Department, Schools, or Centers",True,"Our goal is to help students reach their full potential by optimizing their health and well-being during their time at the University of Virginia and beyond. We work to accomplish this through excellent medical, mental health, accessibility and well-being services, public health education and leadership, and our nationally renowned research and institutional partnerships. Our services are available to all registered students who are charged the mandatory fee with their tuition.The UVA Department of Student Health and Wellness (SHW) includes — Care and Support Services (CASS), Counseling and Psychological Services (CAPS), the Fried Center for the Advancement of Potential (FCAP), the Gordie Center, Medical Services, Well-being Services, and the Student Disability Access Center (SDAC). ",37c767c5-8e04-4fd7-ad93-1cf3f502c724.png
Student Legal Forum,Professional Schools,Academic & Professional$Law School,True,"We, the members of the Student Legal Forum, pledge ourselves to the noble mission of fostering rigorous debate, promoting the free exchange of ideas, and combatting the scourge of tyranny, arising from bad ideas, wherever it may arise. We recognize that only by bringing bad ideas into the light of open discourse can we hope to vanquish them, and we are committed to providing a forum for inquisitive Virginia law students to engage with world-class leaders in the legal profession and beyond. We stand firm in our belief that through the power of reasoned argument and intellectual inquiry, we can build a brighter future for ourselves and for generations of Virginia lawyers yet to come. We pledge to uphold the highest standards of intellectual rigor and ethical conduct.",2c6eab8e-66f8-4619-a20f-3733559bdf47.jpg
Student Nurses' Association of Virginia,Academic & Professional,Contracted Independent Organization (CIO)$Academic & Professional,True,"SNAV's mission is to foster the personal development of future nurses by encouraging involvement in service, leadership, and nursing professionalism. Through our events, we aim to cultivate nursing students into responsible leaders who actively participate in the nursing profession. ",d6db0119-444b-4121-b3ff-7ad93bfd6069.jpeg
Student Organization for Caribbean Awareness,Identity & Culture,Contracted Independent Organization (CIO)$Cultural & Ethnic$No Application or Interview Required$Black Presidents Council,False,"The Student Organization for Caribbean Awareness (SOCA) is a University of Virginia student-run organization that is committed to promoting awareness of issues facing the Caribbean and creating a community based around Caribbean cultures. The goal of SOCA is to bring together peoples with Caribbean descent, heritage and/or interest, in an effort to foster educational, cultural and social growth. SOCA welcomes and encourages all people to join and contribute to the organization, regardless of national or ethnic origin.",95166c5d-2c5a-4e06-a700-d7ec664b08d6.jpg
Student Planners Association,Service & Advocacy,Contracted Independent Organization (CIO)$Academic & Professional$Public Service$Social & Hobby$Architecture,True,"The purpose of the Student Planners Association at UVA (“SPA”) is to promote the general understanding of urban planning practice at the University of Virginia (“UVA”) and UVA School of Architecture (“A-School”) and to support the professional and academic development of our members. SPA is a Planning Student Organization (PSO) as defined by the American Planning Association (APA).SPA performs the following services, but is not limited to:Assisting members with conference funding;Serving as a liaison between the student body, department faculty, and the A-School;Organizing events for students, the department, and the A-School;Assisting students with professional development through training and networking opportunities with the APA and other professional organizations;Equally incorporate graduate and undergraduate students; Helping to orient incoming students.",924d8e32-1237-46ae-a196-6a2f2eea8b73.jpg
Student Veterans of America at The University of Virginia,Identity & Culture,Contracted Independent Organization (CIO)$Political & Advocacy$Public Service$Social & Hobby$L2K,True,"The mission of the Student Veterans of America (“SVA”) chapter at the University of Virginia (“UVA”) can be divided into the following Three Parts: Student Veteran Advocacy, Community, and Information.Student Veteran Advocacy. Defined as, “Engaging with UVA faculty, staff and other on-grounds advocacy organizations, and with local government with the aim of pursuing UVA policy changes and enactment of new policies that drive toward the benefit, integration, growth, and development of policies to build on promises by school, state, and federal officials in the pursuit of veteran equity at UVA.”Community. We are committed to supporting the student-veterans at UVA by fostering a positive social and professional network. As student-veterans, we understand the challenges that are inevitable upon separation from military service and transitioning to academic life. By creating community consciousness, we are able to share our experiences, learn from each other, and successfully address the challenges unique to veterans together.Information. SVA at UVA is committed to identifying and disseminating information about opportunities that present themselves to student-veterans and other military-affiliated students. This includes, but isn’t limited to: scholarships, employers, Veterans Affairs information, seminars, local events, application-based majors, UVA hosted events specifically for veterans and social functions.",2261b537-a0e2-44ec-9107-72c2ed784a56.jpg
Student-Athlete Advisory Committee,Service & Advocacy,Special Status Organization (SSO),True,"The mission of the Student-Athlete Advisory Committee is to enhance the total student-athlete experience by protecting student- athlete well-being, fostering a positive student-athlete image and inclusive student-athlete environment, and promoting student-athlete engagement at the national, conference and local levels.",63bcafc7-57f6-4918-9775-8bbe491bb387.jpg
Students Demand Action at UVA,Service & Advocacy,Contracted Independent Organization (CIO)$Political & Advocacy$No Application or Interview Required,False,"Our generation has grown up in the midst of a gun violence crisis that worsened even through the COVID-19 pandemic. We should not have to fear for our lives at school, at sporting events, or at concerts. That’s why we’re rising up and organizing at UVA.Students Demand Action advocates for gun safety legislation locally and nationwide as well as proven community intervention solutions to gun violence in Charlottesville, Virginia. We focus on mitigating the causes and effects of all forms of gun violence that plague our country by organizing in communities to educate students, register voters, and demand common-sense solutions to this national public health crisis. We work to prevent gun violence because it is the leading cause of death for children and teens in the United States. Every day, more than 100 people are shot and killed and over 200 more are wounded. The daily toll of gun violence in our country doesn’t always make headlines, but this violence affects everyone, everywhere.After the tragedy we experienced in our community on November 13th, 2022, we realized enough is enough. We have restarted the University of Virginia's chapter of Students Demand Action and we are ready to fight for a cause that will not only better our community of Charlottesville, but save lives.1 | 15 | 41",f49638c6-c687-446c-bf09-d3ae93193fb1.png
Students for Equity and Reform in Virginia,Service & Advocacy,Contracted Independent Organization (CIO)$Political & Advocacy$Public Service,True,"SERV is a student activist organization that works towards legislative solutions in Virginia state politics. Members research policy, network in the Virginia chambers, and lobby to propose and pass legislation that works toward equitable reform in Virginia.",a7aea8df-4d6e-42a7-96b0-8f1ecd4e227d.png
Students for Individual Liberty,Service & Advocacy,Contracted Independent Organization (CIO)$Academic & Professional$Political & Advocacy$Public Service$Social & Hobby,True,"S.I.L. is an active, student-run organization devoted to the principles of classical liberalism/libertarianism. S.I.L. is an educational, non-political organization; our purpose is to disseminate information and encourage debate on public policy issues from a free-market, individual rights perspective. Each year, we sponsor several events, including speakers, forums, debates, and information tables.",da6599f9-54ec-4ecc-9204-499c7a976d69.png
Students for Peace and Justice in Palestine ,Identity & Culture,Contracted Independent Organization (CIO)$Cultural & Ethnic$Political & Advocacy$No Application or Interview Required,False,"Students for Justice in Palestine is a diverse, student-led organization advocating for peace and justice in modern-day Israel/Palestine and around the world. We offer educational programming about Palestinian history and politics, run direct action campaigns, and hold social events for our members.",838cca19-d6b7-4e04-b423-a42cd2aa9876.png
Students of Education Engaged in Diversity Scholarship,Service & Advocacy,Contracted Independent Organization (CIO)$Political & Advocacy$No Application or Interview Required,False,"SEEDS for Change (Students of Education Engaged in Diversity Scholarship) is a student organization committed to challenging dominant narratives, disrupting systems of oppression and inequity, empowering students to recognize and activate their agency, and creating sustainable changes within the School of Education and Human Development’s community.Mission &amp; VisionTo create a supportive environment for courageous conversations and productive struggle surrounding issues of race, religion, gender, abilities, socio-economic status, and sexual orientationTo continuously reflect on our own biases, cultural assumptions, and dimensions of privilege while demanding the same of the School of Education and Human Development communityTo critically audit for, and uncover, normative power dynamics and advocate for equity and social justiceTo provide opportunities for networking and interdisciplinary action with the goal of creating critically-engaged change agentsCore ValuesCommunityAdvocacyEducationSocial Justice",aecc8ed3-94e1-4596-a38d-01dde2ecda3a.png
Sudanese Student Organization,Identity & Culture,Contracted Independent Organization (CIO)$Cultural & Ethnic$No Application or Interview Required,False,"The Sudanese Student Organization is committed to amplifying the presence and influence of Sudanese students on campus. By establishing a supportive network, the organization strives to make the university experience more accessible and welcoming, particularly for prospective and incoming Sudanese students. Acting as a resource during the application and transition process, the organization aims to ease the challenges of adapting to university life by fostering a sense of belonging and community.Through collaboration among Sudanese students, alumni, and allies, the organization works toward achieving meaningful, member-driven goals, empowering individuals to lead initiatives and build connections. It encourages active involvement in other student organizations, recognizing the value of broader campus engagement in enhancing personal growth and representation.The Sudanese Student Organization takes pride in showcasing Sudan’s rich culture, history, and traditions through cultural events, thought-provoking discussions, and collaborative efforts that highlight the country’s heritage. By hosting cultural celebrations and service initiatives, the organization not only strengthens ties among its members but also contributes to the university’s commitment to diversity and inclusion. Above all, the organization remains dedicated to upholding UVA’s policies and guidelines, ensuring a fun, engaging, and respectful environment for all.",7ddf9ee4-35c6-49cb-a385-bd3f1f3b2919.jpg
Summer and Special Academic Programs,Campus Units,"Department, Schools, or Centers",True,Summer and Special Academic Programs,f5770948-cf89-495b-a92a-a06215c13a8c.jpg
Sunrise UVA,Service & Advocacy,Contracted Independent Organization (CIO)$Political & Advocacy,True,"Sunrise UVA is a hub of the national Sunrise Movement, which is a movement of young people fighting to stop the climate crisis and win a Green New Deal. We are fighting to end the reign of fossil fuel elites, invest in Black, brown and working class communities, and create millions of good union jobs. We’re on a mission to put everyday people back in charge and build a world that works for all of us, now and for generations to come. The Sunrise UVA hub is committed to empower and educate students, alumni, and faculty through environmental justice advocacy.",4ed989db-ec1d-4108-8fb2-1edc3a048a34.png
Super Smash Bros. Club,Recreation & Social,Contracted Independent Organization (CIO)$Social & Hobby$No Application or Interview Required,False,"Smash @ UVA holds weekly Super Smash Bros. Ultimate and Super Smash Bros. Melee tournaments on Friday evenings. The tournament environment is both competitive and lighthearted, so players of any skill level looking for any kind of experience will find what they are looking for here. We also hold weekly redemption brackets (which basically means those who get out of the tournament earlier can opt-in to play more tournament matches!). In addition to weekly tournaments, we also hold once-a-year, large-scale tournaments called &#34;Cavalier Clash&#34; that invites top talent from across the world.",7089d4af-dcde-4182-b084-fb2fe3ee5fb6.png
Supercell Club @UVA,Recreation & Social,Contracted Independent Organization (CIO)$Social & Hobby,True,"Welcome to the Supercell Club at UVA, where mobile gaming enthusiasts unite to celebrate the captivating worlds created by Supercell! Immerse yourself in the thrilling realms of Clash Royale, Brawl Stars, and Clash of Clans alongside like-minded individuals who share your passion for strategic gaming.As a member of the Supercell Club, you'll experience a vibrant community dedicated to fostering friendships, skill development, and unforgettable gaming moments. Engage in lively discussions, participate in friendly tournaments, and collaborate with fellow members to enhance your gaming prowess. There's a place for everyone in our diverse and welcoming community.Join us for a journey through the mobile gaming landscape, where strategy meets fun and camaraderie knows no bounds. The Supercell Club is not just a gaming club; it's a family of players who appreciate the excitement, challenges, and social connections that Supercell games bring.Become a part of the Supercell Club today and embark on a thrilling adventure filled with laughter, competition, and the shared love for the fantastic worlds created by Supercell!",8db18635-524d-47c7-906d-c05f23d10e2a.png
"Supporting Oncologic Communities, Kids, and Students",Service & Advocacy,Contracted Independent Organization (CIO)$Public Service,True,"SOCKS! We aim to Support Oncologic Communities, Kids, and Students. Our goal is to provide aid to Charlottesville's Children's Hospital and UVA Cancer Center through care packages. We will be hosting fundraising events that will directly impact the children and staff in both organizations. We’re called SOCKS because many chemotherapy treatments can cause numbness and tingling in the extremities, and all of our care packages include a pair of comfy socks because we want our gifts to be uplifting and supporting in such a challenging time. ",36120c0d-7415-4a05-93d8-b0290fd3a41e.png
Surfrider at UVA,Service & Advocacy,Contracted Independent Organization (CIO)$Political & Advocacy$Social & Hobby$No Application or Interview Required$Sustainability,False,"Surfrider at UVA is a student club of the Surfrider Foundation. We are a dedicated community of students who seek to protect the coasts and oceans that we love. Surfrider at UVA provides a welcoming and inclusive environment for anyone who wants to engage in environmental service and learn more about sustainability advocacy. We organize 2-3 trips to Virginia Beach and the Outer Banks a semester to perform beach clean-ups with the VA and OBX Surfrider Chapters, design curriculums for local schools about the importance of protecting the environment, and travel to DC to learn about the policy process. Most importantly, we foster an environment where Hoos can share their love of the ocean (whether you can surf or not!) by cultivating leaders amongst our members who can organize effectively and think critically. At its core, Surfrider is a culture in which anyone is welcome to come and explore the East Coast while learning how to work collaboratively to achieve the Surfrider Foundation's mission.",040c636a-f093-4c0d-9e1d-af5535eb365d.jpg
Surgery Interest Group at UVA,Academic & Professional,Contracted Independent Organization (CIO)$Academic & Professional,True,"The UVA Surgery Interest Group (SIG) is focused on providing undergraduate students with exposure and opportunities in the field of surgery. Within medicine, there are 14 surgical specialties that differ from non-surgical specialties in many regards. Our club focuses on what makes surgery unique. We provide opportunities to learn about careers in surgery, practice basic surgical skills, develop professionally, and collaborate with like-minded individuals. Although many of our members aspire to become surgeons, there are many others pursuing careers as physician's assistants, nurses, anesthesiologists, or technicians in surgery. Some examples of SIG events include: guest lectures from surgeons, suture clinics, dissection labs, resume workshops, professional advice sessions, philanthropy events, and social events. We encourage anyone with even a minimal interest in surgery to learn more with SIG. ",bcadb028-4ddb-444c-bbd6-c364b02acc0b.png
Survivor at UVA,Arts & Media,Contracted Independent Organization (CIO)$Media & Publications$Social & Hobby,True,"Survivor at UVA is established for the express purpose of providing an opportunity for 16-20 people to play a fun game of Survivor(based off of the reality show) every semester, encouraging connection between cast members, crew, hosts, and other CIOs as a means of increasing the quality of the game. This not only provides these 16-20 contestants to have fun, but it gives an opportunity for the host of the semester to network with people to cast a diverse set of people that wouldn't otherwise meet, for aspiring filmmakers and editors to film and create this into episodes, and for members of other clubs such as Filmmakers Society, Board Game Club, and Outdoors club to explore their interests and help out with creating challenges.Although this organization has members who are University of Virginia students and may have University employees associated or engaged in its activities and affairs, the organization is not a part of or an agency of the University. It is a separate and independent organization which is responsible for and manages its own activities and affairs. The University does not direct, supervise or control the organization and is not responsible for the organization’s contracts, acts or omissions.",3f7d2e2a-7579-430c-ad90-8a6d23ae82fc.png
Sustained Dialogue at UVA,Identity & Culture,Contracted Independent Organization (CIO)$Cultural & Ethnic$Political & Advocacy$Social & Hobby$No Application or Interview Required,False,"Sustained Dialogue (SD) groups of about 15-20 students meet weekly for dialogues about identity and issues that affect the UVA community. Groups are led by trained student moderators and topics include but are not limited to the influence of race, gender, religion, disability, etc.SD also partners with other student and community organizations to co-host events and provide trained moderators to foster &#34;dialogue&#34; in the larger University community.Sustained Dialogue's vision is to create an empathetic and understanding university community, where all students feel welcome. Each individual is comfortable expressing their opinions and sharing their experiences with others. All students actively challenge their assumptions and seek to understand the perspectives of their peers. We strive to achieve this vision by creating opportunities for open and honest dialogue between all members of the student body.",0556a9b5-035d-4c49-bc04-cf28692e485b.jpeg
SWAP,Service & Advocacy,Contracted Independent Organization (CIO)$Social & Hobby$No Application or Interview Required$Sustainability,False,"SWAP, which stands for &#34;Sustainability, Wearing confidence, Accessibility, and Promoting community,&#34; is the only UVA organization dedicated to hosting clothing swaps. Our swaps are meant to be community events, complete with food, drinks, music, and photo opportunities. Aside from clothing swaps, we host upcycling days and thrifting trips to promote our four pillars.",fdba0f62-a20f-4072-83e9-4c3ab3c88deb.png
Swifties at UVA,Recreation & Social,Contracted Independent Organization (CIO)$Social & Hobby$No Application or Interview Required,False,An organization dedicated to bringing together all fans of the musical artist Taylor Swift!,d3b9db70-5514-46e9-8add-b7ce7ead1e49.png
Swing Club at UVA,Arts & Media,Contracted Independent Organization (CIO)$Club Sport$Social & Hobby$Visual & Performing Arts$No Application or Interview Required,False,"The Swing Club at UVA exists to provide members of the University community a forum to learn many of the dances that exist under the general &#34;Swing Dance&#34; label.  These include Lindy Hop, Charleston, Collegiate Shag, Balboa, Blues, and Solo Jazz.",9e1f1a60-a975-4be7-b5ff-53da9765b7f6.jpg
Tae Kwon Do Club at the University of Virginia,Identity & Culture,Contracted Independent Organization (CIO)$Cultural & Ethnic$Social & Hobby$Visual & Performing Arts$No Application or Interview Required,False,The goal of the Tae Kwon Do Club is to teach members self-improvement and self-discipline through martial training involving discipline of the mind and conditioning of the body.,dab6a95c-dc13-475d-bdb1-839a7764f4a2.jpg
Taiwanese Graduate Student Association at UVa,Miscellaneous,Contracted Independent Organization (CIO),True,"The TGSA at UVA is established for the expressed purpose of:1. Create a welcoming environment for incoming, current, and former UVa students to safely celebrate the Taiwanese cultural heritage2. When applicable, collaborate with other CIOs and departments to host Taiwan themed events on or near grounds",fd7bc949-95b5-4e5d-9cff-4f1862182c1e.png
Taiwanese Student Association,Identity & Culture,Contracted Independent Organization (CIO)$Cultural & Ethnic$Social & Hobby,True,"The Taiwanese Student Association at UVA is dedicated to promoting Taiwanese culture and creating a social platform for the community to learn and participate in the rich cultural heritage of Taiwan. Membership is open to all students, regardless of cultural background, and any who possess an interest in Taiwanese culture are encouraged to join.",e2cd7baa-190f-41c3-a219-740ed57e75c0.jpg
Take Back the Night at UVA ,Service & Advocacy,Contracted Independent Organization (CIO)$Political & Advocacy,True,"Take Back the Night at UVA organizes a set of events each year, usually throughout the month of April, to raise awareness about sexual violence. As an organization, we seek to educate our community in the hopes that we can together end sexual violence at UVA.",dd63b546-6087-4158-a830-b2e8dc482819.png
TAMID Group,Academic & Professional,Contracted Independent Organization (CIO)$Academic & Professional$Commerce/Business,True,"TAMID Group is a non-profit organization that connects business-minded students from universities across the world to the Israeli economy. New members receive general education about the &#34;start-up nation&#34; along with more specialized training to learn about business strategy, financial modeling, and risk analysis. After the education program is concluded, new members can choose to join the consulting team that does work for Israeli start-ups or the investment fund that actively manages a $50,000 portfolio.Founded in 2019, TAMID Group at UVA is one of the most recent chapters to be initiated into the national organization and is now among the ranks of 57 other prestigious universities. Learn more about TAMID nationally at https://tamidgroup.org/.Mission: TAMID Group at UVA's mission is to train the next generation of prominent business leaders and instill in them a strong and lasting connection to Israel. We strive to provide superior professional development experiences and establish a strong network to ensure the long-term growth of our chapter.",f495c2c1-b3a1-4286-9f29-1285369a6e4b.jpg
Tap Club at the University of Virginia,Arts & Media,Contracted Independent Organization (CIO)$Social & Hobby$Visual & Performing Arts$No Application or Interview Required,False,"Want to burn all your calories for the day in an hour but in a much more fun way than running? Then tap club is for you. All levels welcome, tap shoes provided. ",7ec0ca4a-da7d-4149-96c9-a5ece2029047.png
Taste of Home,Identity & Culture,Contracted Independent Organization (CIO)$Cultural & Ethnic$Public Service,True,"For the immigrant, refugee, and asylum-seeking community in Charlottesville, Taste of Home wants to provide a way to preserve their cultures through keeping their recipes alive. The nostalgia in food is an important way to remember where one comes from and is a way to share a very &#34;human&#34; and personal part of one's culture. Taste of Home organizes pop-up food events where chefs from the immigrant, refugee, or asylum-seeking communities cook for us.  Chefs are fully compensated for each pop up they cook for and this additional source of income can be very important to some families. It can also foster new friendships with the wider Charlottesville community and build work experience in the U.S. If food is the common denominator that all cultures share, it has the potential to cure the &#34;us and them&#34; mentality. ",4b0b1c40-50b5-4ecc-bca8-b9672792dd98.jpg
Tau Beta Sigma,Service & Advocacy,Contracted Independent Organization (CIO)$Honor Society$Public Service$Visual & Performing Arts,True,"Be it known that Tau Beta Sigma, National Honorary Sorority for members of the college band, is anorganization operating exclusively in the field of the college and university bands, for the followingpurposes:1. To promote the existence and welfare of the collegiate bands and to create a respect and appreciationfor band activities and achievements among the listening public everywhere.2. To honor outstanding members of the band through privilege of membership, in the sisterhood,extended in recognition of musical achievement, demonstrated leadership, and an enthusiastic approach toband activities.3. To develop leadership through active participation with the band, and through it, to strengthen thosetraits of conduct, thought, and idealism which characterize the responsible membership of the band.4. To encourage a close relationship between collegiate bands and promote a high average of attainmentby the performance of good music and selection of worthwhile projects.5. To provide a meaningful and worthwhile social experience for all engaged in collegiate band work, andto cooperate with other musical organizations and societies in every manner consistent with our mutualpurposes and those of the institution at which chapters are located.",87e229b9-d3f0-4428-ad02-f4be640c10d4.jpg
Tau Kappa Epsilon - Gamma Omicron Chapter,Greek Life,Public Service$Social & Hobby$Fraternity or Sorority,True,FSL,8edbb2de-5ad1-4fa8-bee1-3e817727171e.jpg
Teacher Education Community,Service & Advocacy,Contracted Independent Organization (CIO)$Academic & Professional$Political & Advocacy$Public Service$Social & Hobby,True,The Teacher Education Community (TEC) is a professional preservice organization that provides opportunities for undergraduate and graduate students to explore the field of education through community outreach and professional development. TEC seeks to provide pre-professionals with meaningful opportunities to engage with the education community on- and off-Grounds. This organization is open to those interested in pursuing teaching as a career. We aim to serve as a space for those interested in education to make connections in the field! ,585b1af0-9f2b-4857-8432-f0e5a1d186cb.png
Team Handball Club at the University of Virginia,Recreation & Social,Contracted Independent Organization (CIO)$Club Sport$Social & Hobby,True,"A Club Sports team that plays the Olympic Sport of Team Handball. We practice weekly as a club, and compete against other college and semi-professional teams in national tournaments hosted by the US Handball Union. All skill levels are welcome and no prior experience is required to tryout for the team. ",61c30189-86a6-4985-ba93-dd3149f4a36f.jpg
Team Hoyt at UVA,Service & Advocacy,Public Service$Health and Wellness,True,"Team Hoyt at UVA is a subsidiary of a national organization and aspires to build the individual character, self-confidence and self-esteem of America’s disabled young people through inclusion in all facets of daily life. We provide the opportunity for physically and mentally disabled athletes to participate in races through the use of guides and strollers. In these races, people will sign up to either push or ride and are subsequently paired up. All the athletes come from local schools, organizations, and communities in order to unite people of different backgrounds and raise awareness of different disabilities. ",bb811334-eebe-4464-a9aa-91974f54364c.png
Team One Love at the University of Virginia,Service & Advocacy,Contracted Independent Organization (CIO)$Political & Advocacy$No Application or Interview Required,False,"The One Love Foundation was created in 2010 after Yeardley Love, a senior at UVA, was killed by her ex-boyfriend. Her family started One Love to raise awareness and educate students about the warning signs of relationship abuse.The purpose of Team One Love is to motivate University of Virginia students to engage in the movement to end relationship violence.  Members of Team One Love work to distribute the One Love Foundation’s Escalation and Behind the Post workshops to educate students of the issue of relationship violence. In addition to organizing and facilitating the workshop, members of Team One Love develop awareness campaigns, speaker series, and advocacy events to further the education of students on grounds about relationship violence. We also hold fundraising events for the One Love Foundation, of which we are a chapter.",2efb86d1-1b12-46f1-842b-a14a9efdf784.png
Technology Strategy Group,Academic & Professional,Contracted Independent Organization (CIO)$Commerce/Business,True,"TSG strives to ignite the potential of startups and small businesses by harnessing the power of technology and fostering a culture of innovation. We strive to build a supportive community where creativity meets strategy, empowering our partners to achieve sustainable growth and redefine their industries.",0dc2c06e-b2e5-40c7-b443-a79bba39f911.png
TEDx UVA,Service & Advocacy,Contracted Independent Organization (CIO)$Academic & Professional$Media & Publications$Political & Advocacy$Public Service$Social & Hobby,True,"Hey TedHeads, thank you for your interest in TEDx at UVA!  In the spirit of ideas worth spreading, TEDx is a program of local, self-organized events that bring people together to share a TED-like experience.  These events are branded TEDx, where x = independently organized TED event.  TEDx at UVA put on its first event in April 2012 and has hosted a conference every year since.  Our conference includes students, professors, and outside professionals as speakers.  Members of TEDx do not speak at our events, we are in different teams that work towards organizing our conference.  Below are descriptions of each committee:Speakers: Members of the Speakers Committee recruit, organize, and oversee all speakers of our TEDx conferences. In the Fall, the Speakers Committee will mentor student speakers; this involves editing TED talks (strong writing skills necessary), writing and responding to emails efficiently, and providing advice to student speakers in a one-on-one mentoring setting. In the spring, members of Speakers are responsible for recruiting TEDx speakers and mentoring them in writing their TED talks. Members of the committee must be comfortable communicating in a professional and prompt manner and will be working in a very small group setting.Sponsorship: The Sponsorship Committee handles the sourcing and using of the organization's funds. As a member of the Sponsorship Team, you will be involved in developing and managing the club's budget, applying for grants and managing relationships with corporate partners, and creating ways to find and use funds strategically. The role is perfect for someone with an interest in finance and gives you a very unique view of the club's operation and management.Outreach: The job of this committee would broadly be to engage with the University community in ways other than Student Speaker Conference and the Main Conference. This would entail the continued publication of a newsletter for the TEDx community as well as collaborations with other groups on grounds to promote ideas worth spreading. The exciting thing about this committee is that it acts nearly independently and requires creativity, allowing the members to have a huge amount of latitude in the direction of the committee.Graphics and Marketing:The role of the Graphics committee is to facilitate communication between the organization and the University community. Members of this committee will be responsible for managing social media accounts, our website, and our on-Ground presence through flyering, chalking, and creating outreach videos. In addition, committee members will be creating graphics through various software programs, developing ideas, and producing various marketing campaigns to be implemented on-Grounds for TEDx sponsored events.Logistics: The logistics committee is concerned with the behind the scenes of the two conferences. Being on this committee involves creating the decorations, designing the stage, and organizing venues. Logistics members need to have a strong sense of design, communication, and organizational skills in order to make the conferences run smoothly.  Please visit our website to learn more about TEDxUVA and to glimpse our past events and speakers: https://www.tedxuva.org/",90145ec0-af90-4106-a430-91bae97aa782.png
